Trained Epochs,BC Loss,QL Loss,Actor Loss,Critic Loss
50,0.00046007007063366475,-0.9997868733942509,-0.99932680326581,25.495989366068468
Trained Epochs,BC Loss,QL Loss,Actor Loss,Critic Loss
50,0.00046007007063366475,-0.9997868733942509,-0.99932680326581,25.495989366068468
333.09059187572655,0.07220329761234315
100,0.0003314209841615229,-0.9997917732572555,-0.9994603521740436,59.533478227310184
3677.7659858057873,0.8007842392129737
150,0.0002889559925642243,-0.9997653516352176,-0.9994763957643509,53.84400577611923
4594.7674366841775,1.0005374893318377
